loopNumber	millisecondsToAppear
266	1
267	2
268	1
269	2
270	3
271	2
272	6
273	5
274	4
275	1
276	2
277	2
278	1
279	9
280	1
281	4
282	2
283	4
284	2
285	3
286	24
287	1
288	1
289	2
290	5
291	1
292	2
293	3
294	68
295	4
296	6
297	3
298	4
299	1
300	2
301	2
302	3
303	1
304	2
305	3
306	6
307	2
308	2
309	6
310	2
311	2
312	6
313	4
314	2
315	5
316	2
317	2
318	1
319	2
320	1
321	1
322	36
323	6
324	5
325	1
326	4
327	3
328	1
329	3
330	7
331	1
332	3
333	3
334	1
335	2
336	5
337	3
338	2
339	2
340	3
341	5
342	3
343	5
344	1
345	2
346	3
347	1
348	6
349	1
350	6
351	3
352	5
353	14
354	2
355	3
356	2
357	2
358	5
359	2
360	2
361	2
362	2
363	3
364	4
365	2
366	6
367	6
368	1
369	3
370	4
371	4
372	2
373	1
374	1
375	4
376	4
377	3
378	2
379	2
380	2
381	2
382	1
383	2
384	2
385	21
386	2
387	2
388	1
389	2
390	1
391	3
392	6
393	1
394	1
395	1
396	1
397	2
398	1
399	2
400	1
401	3
402	1
403	2
404	4
405	2
406	2
407	2
408	3
409	2
410	2
411	1
412	11
413	2
414	4
415	2
416	2
417	2
418	3
419	1
420	2
421	3
422	1
423	2
424	2
425	1
426	14
427	1
428	1
429	2
430	2
431	1
432	2
433	1
434	2
435	4
436	2
437	1
438	1
439	4
440	2
441	1
442	2
443	6
444	2
445	2
446	1
447	1
448	1
449	3
450	7
451	3
452	2
453	1
454	1
455	1
456	2
457	2
458	6
459	1
460	2
461	3
462	1
463	2
464	3
465	1
466	2
467	1
468	1
469	4
470	26
471	2
472	2
473	2
474	2
475	2
476	6
477	2
478	3
479	1
480	4
481	2
482	2
483	2
484	11
485	2
486	2
487	2
488	6
489	4
490	1
491	2
492	1
493	2
494	1
495	1
496	1
497	2
498	1
499	1
500	2
501	1
502	2
503	17
504	3
505	3
506	8
507	7
508	2
509	4
510	2
511	4
512	1
513	2
514	4
515	4
516	1
517	2
518	1
519	1
520	1
521	2
522	1
523	2
524	6
525	2
526	2
527	2
528	3
529	1
530	1
531	2
532	2
533	1
534	3
535	3
536	1
537	1
538	2
539	1
540	2
541	2
542	2
543	2
544	2
545	1
546	4
547	2
548	2
549	2
550	1
551	1
552	25
553	2
554	1
555	2
556	3
557	3
558	4
559	2
560	3
561	4
562	17
563	1
564	2
565	1
566	4
567	3
568	1
569	2
570	2
571	3
572	4
573	1
574	2
575	3
576	3
577	3
578	2
579	3
580	4
581	3
582	2
583	2
584	1
585	3
586	1
587	2
588	1
589	3
590	1
591	1
592	4
593	1
594	2
595	1
596	1
597	2
598	2
599	2
600	2
601	6
602	2
603	1
604	3
605	2
606	4
607	1
608	5
609	1
610	2
611	5
612	1
613	1
614	1
615	2
616	3
617	2
618	2
619	2
620	1
621	1
622	2
623	5
624	1
625	1
626	3
627	5
628	3
629	1
630	2
631	1
632	2
633	1
634	1
635	3
636	11
637	3
638	2
639	1
640	1
641	10
642	3
643	3
644	1
645	2
646	41
647	3
648	2
649	6
650	2
651	1
652	2
653	1
654	1
655	1
656	2
657	1
658	1
659	5
660	7
661	1
662	2
663	2
664	2
665	3
666	2
667	2
668	1
669	2
670	2
671	2
672	1
673	2
674	2
675	2
676	6
677	2
678	2
679	2
680	1
681	2
682	1
683	2
684	1
685	3
686	2
687	2
688	7
689	1
690	1
691	3
692	2
693	1
694	2
695	2
696	2
697	3
698	14
699	9
700	1
701	2
702	4
703	1
704	1
705	2
706	4
707	3
708	4
709	3
710	3
711	1
712	23
713	2
714	2
715	0
716	2
717	2
718	4
719	1
720	2
721	2
722	2
723	2
724	2
725	2
726	2
727	2
728	2
729	3
730	3
731	3
732	1
733	2
734	3
735	2
736	2
737	5
738	1
739	1
740	2
741	1
742	1
743	2
744	1
745	5
746	2
747	1
748	3
749	4
750	2
751	1
752	1
753	2
754	2
755	2
756	2
757	2
758	2
759	8
760	1
761	1
762	2
763	1
764	2
765	2
766	2
767	2
768	2
769	3
770	6
771	2
772	1
773	3
774	4
775	3
776	3
777	1
778	12
779	2
780	3
781	1
782	2
783	3
784	1
785	1
786	1
787	4
788	3
789	3
790	3
791	2
792	3
793	1
794	1
795	1
796	2
797	12
798	2
799	4
800	2
801	1
802	2
803	2
804	18
805	6
806	3
807	2
808	1
809	2
810	2
811	1
812	1
813	4
814	1
815	2
816	3
817	7
818	2
819	3
820	3
821	2
822	6
823	1
824	4
825	3
826	6
827	4
828	2
829	4
830	2
831	3
832	2
833	2
834	6
835	3
836	9
837	3
838	3
839	11
840	11
841	2
842	2
843	2
844	3
845	1
846	2
847	3
848	3
849	2
850	2
851	2
852	10
853	2
854	2
855	7
856	3
857	2
858	4
859	17
860	3
861	3
862	2
863	2
864	3
865	7
866	5
867	4
868	4
869	7
870	8
871	3
872	4
873	2
874	1
875	2
876	3
877	1
878	2
879	3
880	3
881	9
882	2
883	4
884	2
885	1
886	3
887	2
888	5
889	3
890	4
891	3
892	4
893	6
894	4
895	1
896	3
897	9
898	5
899	2
900	4
901	16
902	1
903	2
904	3
905	1
906	4
907	2
908	15
909	3
910	1
911	1
912	1
913	2
914	2
915	2
916	2
917	2
918	1
919	13
920	4
921	2
922	2
923	1
924	2
925	2
926	3
927	2
928	2
929	1
930	3
931	3
932	14
933	2
934	2
935	1
936	2
937	2
938	2
939	1
940	1
941	1
942	1
943	1
944	9
945	4
946	2
947	2
948	2
949	3
950	4
951	9
952	6
953	3
954	2
955	2
956	2
957	2
958	4
959	3
960	9
961	2
962	2
963	10
964	3
965	2
966	2
967	3
968	2
969	2
970	2
971	1
972	1
973	2
974	2
975	1
976	2
977	2
978	3
979	2
980	1
981	1
982	2
983	2
984	1
985	14
986	2
987	3
988	1
989	1
990	2
991	2
992	2
993	2
994	2
995	2
996	2
997	2
998	2
999	2
1000	2
1001	2
1002	2
1003	1
1004	2
1005	1
1006	3
1007	2
1008	2
1009	1
1010	2
1011	2
1012	2
1013	1
1014	2
1015	2
1016	2
1017	2
1018	7
1019	2
1020	2
1021	2
1022	2
1023	3
1024	2
1025	7
1026	3
1027	3
1028	3
1029	3
1030	3
1031	2
1032	2
1033	2
1034	2
1035	3
1036	3
1037	3
1038	11
1039	4
1040	8
1041	15
1042	3
1043	1
1044	3
1045	3
1046	1
1047	2
1048	1
1049	1
1050	3
1051	2
1052	3
1053	4
1054	3
1055	2
1056	2
1057	4
1058	2
1059	2
1060	3
1061	4
1062	3
1063	2
1064	2
1065	3
1066	2
1067	2
1068	2
1069	1
1070	3
1071	2
1072	4
1073	2
1074	3
1075	3
1076	2
1077	1
1078	1
1079	2
1080	1
1081	1
1082	2
1083	2
1084	3
1085	2
