loopNumber	millisecondsToAppear
600	95
601	98
602	64
603	108
604	261
605	9
606	71
607	118
608	110
609	104
610	195
611	237
612	74
613	110
614	34
615	318
616	118
617	371
618	316
619	14
620	90
621	65
622	164
623	145
624	87
625	252
626	75
627	116
628	147
629	76
630	68
631	55
632	133
633	134
634	338
635	45
636	371
637	309
638	391
639	40
640	19
641	59
642	155
643	42
644	38
645	9
646	199
647	62
648	390
649	131
650	62
651	300
652	191
653	75
654	187
655	48
656	484
657	66
658	192
659	478
660	371
661	354
662	158
663	77
664	378
665	107
666	237
667	27
668	209
669	192
670	409
671	242
672	202
673	63
674	65
675	63
676	109
677	226
678	70
679	45
680	149
681	34
682	294
683	64
684	179
685	44
686	145
687	61
688	54
689	45
690	442
691	9
692	496
693	346
694	67
695	48
696	80
697	29
698	87
699	176
700	112
701	542
702	130
703	91
704	71
705	335
706	199
707	113
708	26
709	82
710	344
711	10
712	134
713	108
714	68
715	8
716	98
717	185
718	246
719	49
720	164
721	155
722	43
723	35
724	54
725	162
726	141
727	58
728	261
729	21
730	130
731	75
732	178
733	163
734	72
735	224
736	60
737	55
738	163
739	35
740	62
741	229
742	194
743	70
744	70
745	53
746	176
747	74
748	148
749	74
750	71
751	416
752	252
753	123
754	152
755	56
756	30
757	71
758	76
759	174
760	145
761	25
762	94
763	69
764	193
765	188
766	177
767	91
768	53
769	76
770	112
771	173
772	56
773	109
774	12
775	480
776	26
777	260
778	438
779	124
780	276
781	8
782	58
783	131
784	82
785	164
786	399
787	443
788	151
789	73
790	52
791	74
792	65
793	192
794	101
795	335
796	211
797	57
798	63
799	51
800	495
801	131
802	239
803	32
804	185
805	165
806	113
807	81
808	86
809	73
810	87
811	79
812	281
813	166
814	312
815	65
816	117
817	85
818	38
819	164
820	58
821	140
822	11
823	12
824	560
825	38
826	152
827	141
828	316
829	25
830	235
831	99
832	322
833	37
834	170
835	60
836	242
837	92
838	55
839	111
840	74
841	302
842	121
843	120
844	149
845	92
846	64
847	106
848	209
849	59
850	13
851	169
852	299
853	642
854	313
855	105
856	192
857	13
858	137
859	663
860	349
861	25
862	408
863	64
864	256
865	79
866	81
867	90
868	221
869	139
870	64
871	618
872	123
873	70
874	200
875	64
876	58
877	99
878	313
879	258
880	361
881	154
882	430
883	51
884	37
885	231
886	63
887	365
888	12
889	251
890	60
891	264
892	87
893	30
894	187
895	108
896	474
897	85
898	39
899	173
900	369
901	283
902	67
903	29
904	186
905	78
906	13
907	211
908	182
909	132
910	261
911	674
912	173
913	94
914	106
915	467
916	280
917	594
918	92
919	657
920	123
921	89
922	297
923	12
924	247
925	262
926	20
927	34
928	10
929	138
930	209
931	69
932	87
933	70
934	31
935	236
936	196
937	68
938	248
939	15
940	204
941	122
942	55
943	191
944	39
945	67
946	16
947	112
948	116
949	196
950	70
951	261
952	22
953	178
954	74
955	79
956	76
957	53
958	15
959	188
960	92
961	81
962	96
963	303
964	140
965	102
966	167
967	50
968	40
969	599
970	188
971	69
972	61
973	140
974	42
975	222
976	230
977	101
978	251
979	304
980	194
981	135
982	514
983	211
984	440
985	94
986	251
987	585
988	88
989	340
990	330
991	64
992	182
993	68
994	79
995	74
996	83
997	330
998	154
999	275
1000	66
1001	240
1002	149
1003	197
1004	65
1005	10
1006	271
1007	112
1008	247
1009	63
1010	214
1011	97
1012	296
1013	117
1014	28
1015	213
1016	32
1017	26
1018	419
1019	74
1020	63
1021	54
1022	102
1023	158
1024	80
1025	33
1026	163
1027	78
1028	397
1029	655
1030	184
1031	175
1032	206
1033	196
1034	36
1035	65
1036	399
1037	571
1038	419
1039	100
1040	181
1041	76
1042	131
1043	233
1044	151
1045	78
1046	638
1047	164
1048	107
1049	48
1050	102
1051	186
1052	28
1053	273
1054	173
1055	126
1056	96
1057	81
1058	29
1059	136
1060	197
1061	497
1062	310
1063	247
1064	11
1065	366
1066	228
1067	96
1068	92
1069	96
1070	84
1071	691
1072	156
1073	11
1074	425
1075	187
1076	313
1077	51
1078	194
1079	86
1080	561
1081	208
1082	48
1083	94
1084	54
1085	82
1086	89
1087	247
1088	246
1089	74
1090	32
1091	138
1092	215
1093	635
1094	69
1095	275
1096	47
1097	546
1098	226
1099	120
1100	96
1101	179
1102	16
1103	71
1104	198
1105	282
1106	102
1107	186
1108	59
1109	102
1110	181
1111	220
1112	117
1113	15
1114	441
1115	138
1116	37
1117	60
1118	541
1119	108
1120	106
1121	325
1122	90
1123	340
1124	10
1125	18
1126	100
1127	11
1128	86
1129	28
1130	118
1131	66
1132	84
1133	541
1134	158
1135	95
1136	15
1137	80
1138	96
1139	597
1140	291
1141	387
1142	80
1143	201
1144	270
1145	45
1146	50
1147	77
1148	207
1149	181
1150	115
1151	85
1152	79
1153	32
1154	121
1155	106
1156	95
1157	80
1158	120
1159	113
1160	152
1161	153
1162	91
1163	189
1164	16
1165	14
1166	119
1167	111
1168	118
1169	55
1170	150
1171	134
1172	77
1173	66
1174	382
1175	121
1176	16
1177	125
1178	307
1179	267
1180	289
1181	111
1182	102
1183	472
1184	109
1185	409
1186	85
1187	13
1188	179
1189	101
1190	90
1191	293
1192	370
1193	19
1194	336
1195	74
1196	66
1197	118
1198	364
1199	76
1200	257
1201	85
1202	355
1203	87
1204	21
1205	52
1206	104
1207	206
1208	95
1209	94
1210	204
1211	373
1212	83
1213	154
1214	121
1215	89
1216	54
1217	271
1218	505
1219	46
1220	352
1221	293
1222	207
1223	561
1224	197
1225	141
1226	71
1227	139
1228	116
1229	110
1230	392
1231	61
1232	60
1233	134
1234	358
1235	872
1236	95
1237	19
1238	477
1239	711
1240	523
1241	58
1242	360
1243	906
1244	102
1245	477
1246	283
1247	318
1248	115
1249	317
1250	476
1251	329
1252	99
1253	360
1254	334
1255	433
1256	291
1257	78
1258	222
1259	408
1260	119
1261	133
1262	75
1263	128
1264	11
1265	207
1266	104
1267	85
1268	275
1269	759
1270	515
1271	57
1272	421
1273	131
1274	212
1275	396
1276	103
1277	17
1278	13
1279	258
1280	373
1281	89
1282	14
1283	506
1284	468
1285	191
1286	125
1287	43
1288	61
1289	473
1290	80
1291	134
1292	217
1293	593
1294	322
1295	43
1296	22
1297	104
1298	457
1299	123
1300	114
1301	95
1302	192
1303	785
1304	104
1305	20
1306	19
1307	387
1308	33
